time,azimuth,pitch,roll
0,022,-37,326,-1,132,-0,429
0,029,-40,392,-1,106,-0,775
0,084,-40,392,-1,106,-0,775
0,099,-37,911,-1,124,-0,491
0,142,-37,911,-1,124,-0,491
0,169,-38,983,-1,234,-0,707
0,202,-38,983,-1,234,-0,707
0,239,-40,404,-0,943,-0,639
0,262,-40,404,-0,943,-0,639
0,309,-39,326,-1,110,-0,648
0,322,-39,326,-1,110,-0,648
0,379,-40,320,-1,074,-0,740
0,383,-40,320,-1,074,-0,740
0,442,-40,320,-1,074,-0,740
0,449,-38,287,-1,189,-0,586
0,502,-38,287,-1,189,-0,586
0,519,-41,479,-0,961,-0,786
0,562,-41,479,-0,961,-0,786
0,589,-37,357,-1,164,-0,457
0,622,-37,357,-1,164,-0,457
0,659,-41,006,-1,035,-0,792
0,682,-41,006,-1,035,-0,792
0,729,-36,991,-1,219,-0,456
0,742,-36,991,-1,219,-0,456
0,799,-41,958,-1,025,-0,903
0,804,-41,958,-1,025,-0,903
0,862,-41,958,-1,025,-0,903
0,869,-38,526,-0,988,-0,455
0,922,-38,526,-0,988,-0,455
0,939,-41,874,-1,016,-0,884
0,982,-41,874,-1,016,-0,884
1,009,-38,179,-0,955,-0,389
1,042,-38,179,-0,955,-0,389
1,079,-40,764,-1,103,-0,819
1,102,-40,764,-1,103,-0,819
1,149,-37,604,-0,988,-0,351
1,162,-37,604,-0,988,-0,351
1,219,-43,460,-0,479,-0,584
1,223,-43,460,-0,479,-0,584
1,282,-43,460,-0,479,-0,584
1,289,-41,831,-0,927,-0,799
1,342,-41,831,-0,927,-0,799
1,359,-36,851,-1,921,-0,964
1,402,-36,851,-1,921,-0,964
1,429,-29,678,-1,874,-0,047
1,462,-29,678,-1,874,-0,047
1,499,-31,247,-2,640,-0,691
1,522,-31,247,-2,640,-0,691
1,569,-42,794,-1,032,-1,019
1,582,-42,794,-1,032,-1,019
1,639,-35,392,-1,612,-0,552
1,643,-35,392,-1,612,-0,552
1,702,-35,392,-1,612,-0,552
1,709,-36,443,-1,471,-0,579
1,762,-40,273,-1,471,-0,579
1,779,-42,014,-1,529,-0,841
1,822,-42,014,-1,529,-0,841
1,849,-38,144,-1,905,-0,675
1,882,-38,144,-1,905,-0,675
1,919,-32,194,-2,512,-0,375
1,942,-32,194,-2,512,-0,375
1,989,-30,737,-3,997,-1,079
2,002,-30,737,-3,997,-1,079
2,059,-31,951,-3,488,-0,952
2,063,-31,866,-3,488,-0,952
2,122,-34,539,-3,488,-0,952
2,129,-40,992,-2,599,-1,148
2,182,-40,992,-2,599,-1,148
2,199,-29,107,-3,460,-0,234
2,242,-29,107,-3,460,-0,234
2,269,-38,408,-3,297,-1,359
2,302,-38,408,-3,297,-1,359
2,339,-39,919,-2,634,-1,033
2,362,-39,097,-2,634,-1,033
2,409,-23,128,-3,600,0,066
2,422,-23,128,-3,600,0,066
2,479,-29,672,-3,290,-0,454
2,483,-29,672,-3,290,-0,454
2,542,-29,672,-3,290,-0,454
2,549,-38,068,-3,108,-1,288
2,602,-42,012,-3,108,-1,288
2,619,-40,233,-3,048,-1,028
2,662,-40,233,-3,048,-1,028
2,689,-36,690,-3,341,-0,866
2,722,-36,543,-3,341,-0,866
2,759,-36,302,-3,778,-1,159
2,782,-36,302,-3,778,-1,159
2,829,-36,894,-3,454,-0,990
2,842,-36,894,-3,454,-0,990
2,899,-36,508,-3,384,-0,895
2,903,-40,678,-3,384,-0,895
2,962,-40,678,-3,384,-0,895
2,969,-34,350,-3,679,-0,476
3,022,-34,350,-3,679,-0,476
3,039,-37,931,-4,098,-1,167
3,082,-37,931,-4,098,-1,167
3,109,-36,593,-4,033,-0,963
3,142,-36,593,-4,033,-0,963
3,179,-38,254,-3,576,-0,795
3,202,-38,254,-3,576,-0,795
3,249,-44,125,-3,026,-0,937
3,262,-44,125,-3,026,-0,937
3,319,-42,653,-3,579,-1,290
3,323,-42,653,-3,579,-1,290
3,381,-37,525,-3,579,-1,290
3,389,-31,484,-3,910,-0,914
3,441,-31,484,-3,910,-0,914
3,459,-29,080,-3,938,-0,703
3,502,-29,080,-3,938,-0,703
3,529,-34,504,-3,595,-1,002
3,562,-34,504,-3,595,-1,002
3,599,-32,223,-3,790,-0,912
3,622,-36,381,-3,790,-0,912
3,669,-30,491,-3,938,-0,502
3,682,-30,491,-3,938,-0,502
3,739,-32,058,-4,120,-0,747
3,743,-32,058,-4,120,-0,747
3,805,-32,058,-4,120,-0,747
3,810,-39,347,-3,559,-1,002
3,862,-39,347,-3,559,-1,002
3,879,-32,085,-3,779,-0,536
3,922,-32,085,-3,779,-0,536
3,949,-32,133,-4,209,-0,809
3,982,-32,133,-4,209,-0,809
4,019,-37,306,-3,921,-1,095
4,044,-37,306,-3,921,-1,095
4,089,-37,658,-3,969,-1,166
4,102,-37,658,-3,969,-1,166
4,159,-33,351,-3,838,-0,680
4,163,-33,351,-3,838,-0,680
4,222,-33,351,-3,838,-0,680
4,229,-37,873,-3,779,-1,040
4,282,-37,873,-3,779,-1,040
4,299,-36,066,-3,956,-1,003
4,342,-36,066,-3,956,-1,003
4,369,-35,398,-3,883,-0,890
4,402,-35,398,-3,883,-0,890
4,439,-35,411,-3,967,-0,950
4,462,-35,411,-3,967,-0,950
4,509,-35,286,-3,872,-0,871
4,522,-35,286,-3,872,-0,871
4,579,-36,909,-4,211,-1,274
4,583,-36,729,-4,211,-1,274
4,642,-36,729,-4,211,-1,274
4,649,-31,160,-4,085,-0,664
4,702,-31,160,-4,085,-0,664
