time,azimuth,pitch,roll
0,053,-42,691,-1,180,-0,497
0,057,-42,691,-1,180,-0,497
0,116,-42,691,-1,180,-0,497
0,125,-35,554,-1,669,-0,159
0,176,-35,554,-1,669,-0,159
0,193,-45,849,-1,226,-0,900
0,236,-45,849,-1,226,-0,900
0,263,-44,718,-1,124,-0,665
0,296,-44,718,-1,124,-0,665
0,333,-41,889,-1,617,-0,804
0,356,-41,889,-1,617,-0,804
0,403,-44,718,-0,863,-0,408
0,416,-44,718,-0,863,-0,408
0,473,-41,280,-1,798,-0,891
0,477,-41,280,-1,798,-0,891
0,536,-41,280,-1,798,-0,891
0,543,-42,642,-1,394,-0,689
0,596,-42,642,-1,394,-0,689
0,613,-38,966,-1,622,-0,478
0,656,-38,966,-1,622,-0,478
0,683,-49,805,-0,807,-0,920
0,716,-49,805,-0,807,-0,920
0,753,-43,052,-1,451,-0,788
0,776,-43,052,-1,451,-0,788
0,823,-45,389,-1,356,-0,976
0,836,-45,389,-1,356,-0,976
0,893,-42,250,-1,313,-0,571
0,898,-42,250,-1,313,-0,571
0,956,-42,250,-1,313,-0,571
0,963,-40,593,-2,026,-1,003
1,016,-40,593,-2,026,-1,003
1,033,-47,823,-0,637,-0,498
1,076,-47,823,-0,637,-0,498
1,103,-39,668,-1,548,-0,494
1,136,-39,668,-1,548,-0,494
1,173,-40,127,-1,507,-0,509
1,196,-40,127,-1,507,-0,509
1,242,-43,447,-0,897,-0,312
1,255,-43,447,-0,897,-0,312
1,312,-42,685,-1,584,-0,869
1,316,-42,685,-1,584,-0,869
1,375,-42,685,-1,584,-0,869
1,382,-37,535,-1,542,-0,266
1,436,-37,535,-1,542,-0,266
1,453,-43,985,-1,678,-1,118
1,496,-43,985,-1,678,-1,118
1,525,-44,147,-1,259,-0,733
1,556,-44,147,-1,259,-0,733
1,593,-44,324,-1,441,-0,931
1,616,-44,324,-1,441,-0,931
1,663,-45,576,-0,885,-0,520
1,676,-45,576,-0,885,-0,520
1,733,-39,870,-1,562,-0,528
1,737,-39,870,-1,562,-0,528
1,796,-39,870,-1,562,-0,528
1,803,-41,346,-1,510,-0,646
1,856,-41,346,-1,510,-0,646
1,873,-43,090,-1,236,-0,593
1,916,-43,090,-1,236,-0,593
1,943,-48,715,-0,944,-0,944
1,976,-48,715,-0,944,-0,944
2,013,-37,712,-1,688,-0,396
2,036,-37,712,-1,688,-0,396
2,083,-46,846,-1,174,-0,967
2,096,-46,846,-1,174,-0,967
2,153,-43,119,-1,343,-0,695
2,157,-43,119,-1,343,-0,695
2,216,-43,119,-1,343,-0,695
2,223,-38,394,-2,218,-0,888
2,276,-38,394,-2,218,-0,888
2,293,-46,390,-1,158,-0,895
2,336,-46,390,-1,158,-0,895
2,363,-45,544,-1,185,-0,822
2,396,-45,544,-1,185,-0,822
2,433,-42,602,-1,073,-0,389
2,456,-42,602,-1,073,-0,389
2,503,-42,166,-1,224,-0,482
2,516,-42,166,-1,224,-0,482
2,573,-42,959,-1,479,-0,804
2,577,-42,959,-1,479,-0,804
2,636,-42,959,-1,479,-0,804
2,643,-40,491,-1,074,-0,180
2,696,-40,491,-1,074,-0,180
2,713,-41,368,-1,814,-0,916
2,756,-41,368,-1,814,-0,916
2,783,-45,505,-1,097,-0,728
2,817,-45,505,-1,097,-0,728
2,853,-38,590,-2,317,-0,991
2,876,-38,590,-2,317,-0,991
2,925,-44,741,-1,509,-1,049
2,936,-44,741,-1,509,-1,049
2,993,-46,616,-1,226,-0,994
2,998,-46,616,-1,226,-0,994
3,056,-46,616,-1,226,-0,994
3,063,-36,735,-2,613,-0,981
3,116,-36,735,-2,613,-0,981
3,133,-34,337,-2,194,-0,397
3,176,-34,337,-2,194,-0,397
3,203,-49,608,-1,119,-1,261
3,236,-49,608,-1,119,-1,261
3,273,-34,512,-2,040,-0,311
3,296,-34,512,-2,040,-0,311
3,343,-40,315,-1,592,-0,602
3,356,-40,315,-1,592,-0,602
3,413,-43,050,-1,298,-0,646
3,417,-43,050,-1,298,-0,646
3,476,-43,050,-1,298,-0,646
3,483,-41,914,-1,528,-0,727
3,536,-41,914,-1,528,-0,727
3,553,-42,334,-1,392,-0,652
3,596,-42,334,-1,392,-0,652
3,623,-41,230,-1,656,-0,761
3,656,-41,230,-1,656,-0,761
3,693,-45,089,-1,398,-0,982
3,716,-45,089,-1,398,-0,982
3,763,-41,247,-1,329,-0,477
3,776,-41,247,-1,329,-0,477
3,833,-41,718,-1,756,-0,907
3,837,-41,718,-1,756,-0,907
3,896,-41,718,-1,756,-0,907
3,903,-43,246,-1,290,-0,660
3,956,-43,246,-1,290,-0,660
3,973,-47,449,-1,016,-0,871
4,016,-47,449,-1,016,-0,871
4,044,-39,433,-1,563,-0,481
4,076,-39,433,-1,563,-0,481
4,113,-44,713,-1,041,-0,583
4,136,-44,713,-1,041,-0,583
4,184,-42,679,-1,364,-0,665
4,197,-42,679,-1,364,-0,665
4,254,-38,915,-1,641,-0,488
4,259,-38,915,-1,641,-0,488
4,316,-38,915,-1,641,-0,488
4,324,-47,631,-1,140,-1,028
4,376,-47,631,-1,140,-1,028
4,393,-38,689,-1,820,-0,607
4,436,-38,689,-1,820,-0,607
4,463,-43,623,-1,559,-0,959
4,496,-43,623,-1,559,-0,959
4,533,-43,689,-1,307,-0,727
4,556,-43,689,-1,307,-0,727
4,603,-45,616,-1,176,-0,821
4,616,-45,616,-1,176,-0,821
4,673,-39,163,-1,708,-0,569
4,677,-39,163,-1,708,-0,569
4,736,-39,163,-1,708,-0,569
4,743,-43,155,-1,224,-0,588
4,796,-43,155,-1,224,-0,588
4,813,-45,618,-1,125,-0,769
4,856,-45,618,-1,125,-0,769
4,883,-36,624,-1,956,-0,481
4,916,-36,624,-1,956,-0,481
4,953,-49,967,-0,860,-1,002
4,976,-49,967,-0,860,-1,002
5,023,-38,554,-1,605,-0,421
5,036,-38,554,-1,605,-0,421
5,093,-46,386,-0,781,-0,499
5,097,-46,386,-0,781,-0,499
5,156,-46,386,-0,781,-0,499
5,163,-39,403,-1,550,-0,467
5,216,-39,403,-1,550,-0,467
5,233,-43,555,-1,519,-0,912
5,275,-43,555,-1,519,-0,912
5,303,-44,742,-0,969,-0,515
5,336,-44,742,-0,969,-0,515
5,373,-35,339,-2,209,-0,520
5,396,-35,339,-2,209,-0,520
5,443,-53,173,-0,734,-1,267
5,456,-53,173,-0,734,-1,267
5,513,-27,719,-2,987,-0,132
5,517,-27,719,-2,987,-0,132
5,576,-27,719,-2,987,-0,132
5,583,-79,142,1,723,0,450
5,636,-79,142,1,723,0,450
5,653,-31,086,-2,773,-0,399
5,696,-31,086,-2,773,-0,399
5,725,-33,551,-4,316,-1,710
5,756,-36,692,-4,316,-1,710
5,793,-12,305,-7,600,0,592
5,816,-17,242,-7,600,0,592
5,863,-29,936,-10,737,-2,855
5,876,-38,736,-10,737,-2,855
5,933,-31,794,-10,908,-1,740
5,937,-37,122,-10,908,-1,740
5,996,-42,429,-10,908,-1,740
6,003,-36,697,-12,420,-2,071
6,056,-32,802,-12,420,-2,071
6,073,-42,353,-9,271,-1,132
6,116,-34,799,-9,271,-1,132
6,143,-47,652,-6,960,-0,735
6,176,-34,261,-6,960,-0,735
6,213,-78,509,-3,096,-2,184
6,236,-66,126,-3,096,-2,184
6,283,-116,884,0,238,0,125
6,296,-105,288,0,238,0,125
6,353,-57,944,-2,252,-0,362
6,357,-66,648,-2,252,-0,362
6,418,-80,134,-2,252,-0,362
6,423,-32,056,-5,650,-0,397
6,476,-46,610,-5,650,-0,397
6,493,-52,948,-6,393,-1,971
6,536,-68,268,-6,393,-1,971
6,563,-36,142,-8,905,-1,008
6,596,-42,577,-8,905,-1,008
6,633,-25,107,-13,837,-1,845
6,656,-25,107,-13,837,-1,845
6,703,-63,021,-7,255,-1,161
6,716,-55,475,-7,255,-1,161
6,773,-74,611,-6,215,-2,070
6,777,-64,177,-6,215,-2,070
6,836,-60,611,-6,215,-2,070
6,843,-93,206,-4,067,-1,893
6,898,-93,206,-4,067,-1,893
6,913,-54,352,-6,050,-1,097
6,956,-54,352,-6,050,-1,097
6,983,-54,082,-6,775,-2,067
7,016,-54,082,-6,775,-2,067
7,053,-44,090,-7,083,-1,330
7,076,-44,090,-7,083,-1,330
7,125,-32,898,-7,024,-0,382
7,136,-32,898,-7,024,-0,382
7,193,-54,645,-6,818,-2,200
7,198,-54,645,-6,818,-2,200
7,256,-49,132,-6,818,-2,200
7,263,-35,270,-7,640,-1,380
7,317,-35,270,-7,640,-1,380
7,333,-47,334,-5,439,-0,490
7,376,-47,334,-5,439,-0,490
7,403,-35,060,-7,657,-1,370
7,436,-35,060,-7,657,-1,370
7,473,-36,517,-6,745,-0,851
7,496,-36,517,-6,745,-0,851
7,543,-47,512,-6,231,-1,363
7,556,-54,505,-6,231,-1,363
7,613,-33,775,-7,655,-0,864
7,617,-33,775,-7,655,-0,864
7,676,-33,775,-7,655,-0,864
7,683,-48,846,-6,704,-1,393
7,736,-48,846,-6,704,-1,393
7,753,-48,156,-6,627,-1,241
7,796,-48,156,-6,627,-1,241
7,823,-36,014,-7,410,-0,884
7,856,-36,014,-7,410,-0,884
7,893,-50,134,-6,431,-1,199
7,916,-50,134,-6,431,-1,199
7,963,-40,271,-6,971,-0,892
7,976,-40,271,-6,971,-0,892
8,033,-43,981,-7,148,-1,383
8,037,-43,981,-7,148,-1,383
8,096,-43,981,-7,148,-1,383
8,103,-46,135,-6,649,-1,083
8,156,-46,135,-6,649,-1,083
