#Title;Digilent WaveForms Oscilloscope Data
#Device Name;Analog Discovery
#Serial Number;SN:210244581280
#Software Version;2.7.5
Time (s);C1 (V)
1,5525;-8,40997640700996
1,56;-8,44334278973334
1,5675;-8,66022427743533
1,575;-8,73029368115443
1,5825;-8,90046223304368
1,59;-8,93049197749472
1,5975;-8,72362040460975
1,605;-8,86042257377562
1,6125;-9,08064069974994
1,62;-8,72028376633742
1,6275;-8,80036308487353
1,635;-8,95384844540109
1,6425;-8,65021436261831
1,65;-8,73363031942677
1,6575;-8,79702644660119
1,665;-8,7536501490608
1,6725;-8,50673891690777
1,68;-8,94383853058408
1,6875;-9,13069027383501
1,695;-8,75031351078846
1,7025;-8,83039282932458
1,71;-8,75031351078846
1,7175;-8,98387818985213
1,725;-8,74697687251612
1,7325;-8,73029368115443
1,74;-8,82038291450756
1,7475;-8,76699670215015
1,755;-8,92048206267771
1,7625;-8,75031351078846
1,77;-8,87710576513731
1,7775;-8,65021436261831
1,785;-8,49005572554608
1,7925;-8,88711567995433
1,8;-8,70026393670339
1,8075;-8,81037299969055
1,815;-8,62685789471195
1,8225;-8,84373938241393
1,83;-8,67023419225234
1,8375;-8,55678849099284
1,845;-8,64687772434598
1,8525;-8,67690746879702
1,86;-8,50340227863543
1,8675;-8,54677857617583
1,875;-8,2998673440228
1,8825;-8,37994666255892
1,89;-8,4566893428227
1,8975;-8,37994666255892
1,905;-8,47337253418439
1,9125;-8,31655053538449
1,92;-8,21311474894201
1,9275;-7,95285696369963
1,935;-7,35559871295109
1,9425;-7,38229181912979
1,95;-7,39897501049149
1,9575;-7,52576726484034
1,965;-7,56247028583606
1,9725;-7,64588624264451
1,98;-7,64922288091685
1,9875;-7,58916339201476
1,995;-7,52576726484034
2,0025;-7,41565820185318
2,01;-7,26217284132562
2,0175;-7,19877671415119
2,025;-7,00191505608324
2,0325;-6,81839995110464
2,04;-6,73832063256852
2,0475;-6,65490467576007
2,055;-6,42467663496873
2,0625;-6,20112187072207
2,07;-5,91417097930098
2,0775;-5,64390327924159
2,085;-5,31357609028011
2,0925;-4,92652605068887
2,1;-4,74634758398261
2,1075;-4,67294154199117
2,115;-4,45606005428919
2,1225;-4,33260443821267
2,13;-4,12239622705537
2,1375;-3,90217810108105
2,145;-3,6886332516514
2,1525;-3,53514789112384
2,16;-3,38166253059629
2,1675;-3,21483061697938
2,175;-3,04466206509013
2,1825;-2,91786981074127
2,19;-2,76438445021372
2,1975;-2,5708594304181
2,205;-2,50746330324368
2,2125;-2,3873443254395
2,22;-2,24386887972896
2,2275;-2,05034385993334
2,235;-1,94023479694618
2,2425;-1,80009598950798
2,25;-1,65995718206977
2,2575;-1,57320458698898
2,265;-1,36633301410401
2,2725;-1,16279807949138
2,28;-1,01932263378084
2,2875;-0,822460975712881
2,295;-0,76907476335547
2,3025;-0,852490720163925
2,31;-1,0159859955085
2,3175;-1,28959033384023
2,325;-1,5665313104443
2,3325;-1,9068684142228
2,34;-2,15377964637583
2,3475;-2,47076028224796
2,355;-2,74436462057969
2,3625;-2,79441419466476
2,37;-2,62758228104785
2,3775;-2,49745338842666
2,385;-2,3873443254395
2,3925;-2,28724517726935
2,4;-2,22718568836727
2,4075;-2,30059173035871
2,415;-2,26722534763532
2,4225;-2,16378956119284
2,43;-2,14043309328647
2,4375;-2,1337598167418
2,445;-2,11373998710777
2,4525;-2,08037360438439
2,46;-2,08037360438439
2,4675;-2,18047275255453
2,475;-2,14710636983115
2,4825;-2,09705679574608
2,49;-2,03032403029931
2,4975;-1,89018522286111
2,505;-1,74003650060589
2,5125;-1,73336322406121
2,52;-1,69666020306549
2,5275;-1,58655114007833
2,535;-1,4964619067252
2,5425;-1,43640241782311
2,55;-1,3830162054657
2,5575;-1,38968948201038
2,565;-1,38635284373804
2,5725;-1,33630326965297
2,58;-1,29960024865724
2,5875;-1,25288731284451
2,595;-1,18615454739775
2,6025;-1,13944161158501
2,61;-1,129431696768
2,6175;-1,09272867577228
2,625;-1,08271876095526
2,6325;-1,0860553992276
2,64;-1,05268901650422
2,6475;-1,01932263378084
2,655;-1,01264935723616
2,6625;-0,999302804146806
2,67;-0,989292889329792
2,6775;-0,985956251057454
2,685;-0,999302804146806
2,6925;-0,979282974512777
2,7;-0,979282974512777
2,7075;-0,99262952760213
2,715;-1,00931271896382
2,7225;-1,01264935723616
2,73;-0,949253230061733
2,7375;-0,969273059695762
2,745;-0,999302804146806
2,7525;-0,922560123883027
2,76;-0,859163996708602
2,7675;-0,825797613985219
2,775;-0,775748039900147
2,7825;-0,695668721364029
2,79;-0,615589402827913
2,7975;-0,528836807747119
2,805;-0,458767404028017
2,8125;-0,418727744759958
2,82;-0,395371276853591
2,8275;-0,351994979313194
2,835;-0,308618681772798
2,8425;-0,258569107687724
2,85;-0,215192810147328
2,8575;-0,198509618785637
2,865;-0,19183634224096
2,8725;-0,188499703968622
2,88;-0,188499703968622
2,8875;-0,188499703968622
2,895;-0,188499703968622
2,9025;-0,185163065696284
2,91;-0,185163065696284
2,9175;-0,185163065696284
2,925;-0,178489789151608
2,9325;-0,165143236062255
2,94;-0,158469959517578
2,9475;-0,158469959517578
2,955;-0,158469959517578
2,9625;-0,158469959517578
2,97;-0,158469959517578
2,9775;-0,161806597789916
2,985;-0,161806597789916
2,9925;-0,158469959517578
3;-0,158469959517578
3,0075;-0,15513332124524
3,015;-0,158469959517578
3,0225;-0,158469959517578
3,03;-0,158469959517578
3,0375;-0,161806597789916
3,045;-0,158469959517578
3,0525;-0,158469959517578
3,06;-0,158469959517578
3,0675;-0,158469959517578
3,075;-0,158469959517578
3,0825;-0,158469959517578
3,09;-0,158469959517578
3,0975;-0,151796682972902
3,105;-0,125103576794196
3,1125;-0,0950738323431524
3,12;-0,0550341730750939
3,1275;-0,00498459899002081
3,135;0,0417283368227141
3,1425;0,0884412726354489
3,15;0,155174038082213
3,1575;0,231916718345992
3,165;0,29197620724808
3,1725;0,36538224923952
3,18;0,412095185052255
3,1875;0,465481397409666
3,195;0,515530971494739
3,2025;0,535550801128769
3,21;0,595610290030856
3,2175;0,642323225843591
3,225;0,749095650558414
3,2325;0,75576892710309
3,24;0,759105565375428
3,2475;0,759105565375428
3,255;0,75576892710309
3,2625;0,742422374013737
3,27;0,725739182652046
3,2775;0,75576892710309
3,285;0,795808586371149
3,2925;0,842521522183884
3,3;0,902581011085971
3,3075;0,975987053077412
3,315;1,03938318025184
3,3225;1,16617543460069
3,33;1,22623492350278
3,3375;1,24959139140914
3,345;1,29964096549422
3,3525;1,35970045439631
3,36;1,43644313466008
3,3675;1,44311641120476
3,375;1,54655219764725
3,3825;1,67000781372376
3,39;1,68001772854077
3,3975;1,7434138557152
3,405;1,79680006807261
3,4125;1,80347334461729
3,42;1,84017636561301
3,4275;1,88021602488107
3,435;1,89022593969808
3,4425;1,91691904587679
3,45;1,91024576933211
3,4575;1,89022593969808
3,465;1,9002358545151
3,4725;1,93026559896614
3,48;1,97364189650654
3,4875;1,98031517305121
3,495;1,98031517305121
3,5025;2,06373112985967
3,51;2,1805134693915
3,5175;2,18718674593618
3,525;2,18385010766384
3,5325;2,17717683111917
3,54;2,18385010766384
3,5475;2,18718674593618
3,555;2,1971966607532
3,5625;2,21054321384255
3,57;2,20386993729787
3,5775;2,18385010766384
3,585;2,20720657557021
3,5925;2,22055312865956
3,6;2,22722640520424
3,6075;2,22722640520424
3,615;2,22055312865956
3,6225;2,22055312865956
3,63;2,25058287311061
3,6375;2,24390959656593
3,645;2,26392942619996
3,6525;2,31064236201269
3,66;2,33399882991906
3,6675;2,36402857437011
3,675;2,36736521264244
3,6825;2,3807117657318
3,69;2,42742470154453
3,6975;2,50750402008065
3,705;2,5909199768891
3,7125;2,62762299788482
3,72;2,60426652997846
3,7275;2,55421695589338
3,735;2,59425661516144
3,7425;2,68100921024224
3,75;2,68768248678691
3,7575;2,71771223123796
3,765;2,73105878432731
3,7725;2,75107861396134
3,78;2,75775189050601
3,7875;2,78110835841238
3,795;2,75775189050601
3,8025;2,76776180532303
3,81;2,81113810286342
3,8175;2,80780146459109
3,825;2,80112818804641
3,8325;2,79445491150173
3,84;2,77777172014004
3,8475;2,84116784731447
3,855;2,99798984611436
3,8625;2,94460363375695
3,87;2,91791052757825
3,8775;2,91457388930591
3,885;2,90456397448889
3,8925;2,92458380412292
3,9;2,94460363375695
3,9075;2,95127691030163
3,915;3,00466312265904
3,9225;3,01800967574839
3,93;2,96796010166332
3,9375;2,95461354857397
3,945;2,92458380412292
3,9525;2,91457388930591
3,96;2,95127691030163
3,9675;2,96796010166332
3,975;2,974633378208
3,9825;2,96796010166332
3,99;2,89789069794422
3,9975;2,84450448558681
4,005;3,02801959056541
4,0125;3,02468295229307
4,02;3,07473252637814
4,0275;3,07806916465048
4,035;2,99465320784203
4,0425;3,04803942019944
4,05;2,99798984611436
4,0575;3,01800967574839
4,065;3,00466312265904
4,0725;3,0013264843867
4,08;3,16148512145894
4,0875;3,08140580292282
4,095;3,07806916465048
4,1025;3,00466312265904
4,11;3,01800967574839
4,1175;3,0013264843867
4,125;2,96462346339098
4,1325;2,93459371893994
4,14;3,0013264843867
4,1475;2,98464329302501
4,155;2,96462346339098
4,1625;2,89121742139954
4,17;2,96128682511864
4,1775;2,94126699548461
4,185;2,89455405967188
4,1925;2,94460363375695
4,2;2,92458380412292
4,2075;2,89789069794422
4,215;2,89789069794422
4,2225;2,95127691030163
4,23;2,86786095349317
4,2375;2,80112818804641
4,245;2,8178113794081
4,2525;2,79779154977407
4,26;2,7911182732294
4,2675;2,79445491150173
4,275;2,73105878432731
4,2825;2,67433593369756
4,29;2,73439542259965
4,2975;2,70102903987626
4,305;2,64764282751885
4,3125;2,69435576333159
4,32;2,60426652997846
4,3275;2,61761308306781
4,335;2,58091006207209
4,3425;2,53753376453169
4,35;2,51751393489766
4,3575;2,48414755217428
4,365;2,59425661516144
4,3725;2,53419712625935
4,38;2,58758333861677
4,3875;2,51751393489766
4,395;2,48748419044662
4,4025;2,53086048798702
4,41;2,42075142499986
4,4175;2,36402857437011
4,425;2,39072168054881
4,4325;2,37403848918712
4,44;2,31731563855737
4,4475;2,30396908546802
4,455;2,25058287311061
4,4625;2,18385010766384
4,47;2,17050355457449
4,4775;2,13046389530643
4,485;2,09376087431071
4,4925;1,99032508786823
4,5;1,98365181132355
4,5075;1,96696861996186
4,515;1,97364189650654
4,5225;1,9703052582342
4,53;1,89689921624276
4,5375;1,85018628043002
4,545;1,84684964215768
4,5525;1,76009704707689
4,56;1,71004747299182
4,5675;1,74007721744286
4,575;1,71338411126416
4,5825;1,68001772854077
4,59;1,62663151618336
4,5975;1,59660177173232
4,605;1,57658194209829
4,6125;1,53987892110257
4,62;1,49650262356217
4,6275;1,46647287911113
4,635;1,41642330502606
4,6425;1,33634398648994
4,65;1,27294785931551
4,6575;1,12947241360497
4,665;1,01936335061781
4,6725;0,999343520983779
4,68;0,909254287630648
4,6875;0,839184883911545
4,695;0,735749097469061
4,7025;0,655669778932944
4,71;0,555570630762798
4,7175;0,472154673954343
4,725;0,435451652958622
4,7325;0,358708972694844
4,74;0,305322760337432
4,7475;0,218570165256639
4,755;0,138490846720522
4,7625;0,0650848047290815
4,77;0,00168867755465561
4,7775;-0,0583708113474321
4,785;-0,121766938521858
4,7925;-0,198509618785637
4,8;-0,295272128683445
4,8075;-0,412054468215282
4,815;-0,578886381832192
4,8225;-0,772411401627808
4,83;-0,922560123883027
4,8375;-1,10273859058929
4,845;-1,27624378075088
4,8525;-1,43973905609545
4,86;-1,64327399070808
4,8675;-2,0203141154823
4,875;-2,41737406989054
4,8825;-2,71099823785631
4,89;-2,85113704529451
4,8975;-2,91786981074127
4,905;-2,86448359838386
4,9125;-2,59087926005213
4,92;-2,31060164517572
4,9275;-1,99028437103125
4,935;-1,69999684133783
4,9425;-1,55985803389962
4,95;-1,27624378075088
4,9575;-0,989292889329792
4,965;-0,829134252257558
4,9725;-0,628935955917265
4,98;-0,562203190470501
4,9875;-0,528836807747119
4,995;-0,575549743559854
5,0025;-0,592232934921545
5,01;-0,615589402827913
5,0175;-0,645619147278956
5,025;-0,67564889173
5,0325;-0,692332083091691
5,04;-0,692332083091691
5,0475;-0,84248080534691
5,055;-1,02599591032551
5,0625;-1,17280799430839
5,07;-1,13944161158501
5,0775;-1,19282782394242
5,085;-1,23286748321048
5,0925;-1,28625369556789
5,1;-1,40303603509973
5,1075;-1,5665313104443
5,115;-1,68998692652081
5,1225;-1,78674943641862
5,13;-1,89352186113345
5,1375;-1,98694773275892
5,145;-2,00029428584827
5,1525;-2,03366066857165
5,16;-2,08704688092906
5,1675;-2,15044300810349
5,175;-2,24053224145662
5,1825;-2,34730466617144
5,19;-2,49411675015432
5,1975;-2,62424564277551
5,205;-2,73101806749033
5,2125;-2,7977508329371
5,22;-2,88450342801789
5,2275;-3,00128576754973
5,235;-3,03798878854545
5,2425;-3,06801853299649
5,25;-3,08136508608585
5,2575;-3,10138491571988
5,265;-3,14142457498793
5,2725;-3,17145431943898
5,28;-3,21483061697938
5,2875;-3,24819699970276
5,295;-3,29157329724315
5,3025;-3,3216030416942
5,31;-3,37832589232395
5,3175;-3,45173193431539
5,325;-3,54515780594086
5,3325;-3,62857376274931
5,34;-3,71532635783011
5,3475;-3,8020789529109
5,355;-3,85546516526831
5,3625;-3,90217810108105
5,37;-4,00561388752353
5,3775;-4,1424160566894
5,385;-4,26587167276591
5,3925;-4,36930745920839
5,4;-4,47607988392322
5,4075;-4,59619886172739
5,415;-4,70297128644222
5,4225;-4,85312000869743
5,43;-4,97991226304629
5,4375;-5,08001141121643
5,445;-5,18344719765892
5,4525;-5,26686315446737
5,46;-5,30356617546309
5,4675;-5,35027911127583
5,475;-5,41033860017792
5,4825;-5,50376447180339
5,49;-5,59385370515652
5,4975;-5,67726966196497
5,505;-5,7673588953181
5,5125;-5,84076493730954
5,52;-5,92751753239034
5,5275;-6,01760676574347
5,535;-6,08433953119023
5,5425;-6,23782489171779
5,55;-6,3612805077943
5,5575;-6,41800335842405
5,565;-6,46137965596445
5,5725;-6,5881719103133
5,58;-6,55480552758992
5,5875;-6,46471629423679
5,595;-6,48807276214316
5,6025;-6,59818182513032
5,61;-6,68827105848345
5,6175;-6,73498399429618
5,625;-6,78837020665359
5,6325;-6,96187539681518
5,64;-7,16874696970015
5,6475;-7,24215301169159
5,655;-7,07532109807468
5,6625;-7,00525169435558
5,67;-7,12203403388741
5,6775;-7,16874696970015
5,685;-7,32890560677238
5,6925;-7,43234139321487
5,7;-7,46237113766591
5,7075;-7,35226207467875
5,715;-7,43901466975954
5,7225;-7,53911381792969
5,73;-7,65589615746153
5,7375;-7,82272807107844
5,745;-7,95619360197197
5,7525;-7,83941126244013
5,76;-7,80938151798908
5,7675;-7,91281730443157
5,775;-8,0029065377847
5,7825;-8,09299577113783
5,79;-8,11968887731654
5,7975;-8,10634232422719
5,805;-8,14638198349524
5,8125;-8,31321389711215
5,82;-8,13637206867823
5,8275;-8,0729759415038
5,835;-7,88612419825286
5,8425;-8,02292636741873
5,85;-8,10967896249952
5,8575;-8,02292636741873
5,865;-8,38995657737593
5,8725;-8,58014495889921
5,88;-8,52342210826946
5,8875;-8,33657036501852
5,895;-8,27984751438877
5,9025;-8,27651087611643
5,91;-8,2297979403037
5,9175;-8,23647121684838
5,925;-8,52008546999712
5,9325;-8,46002598109503
5,94;-8,16640181312927
5,9475;-8,28318415266111
5,955;-8,26316432302708
5,9625;-8,56679840580986
5,97;-8,67357083052468
5,9775;-8,56012512926518
5,985;-8,52342210826946
5,9925;-8,5701350440822
6;-8,7536501490608
6,0075;-8,7803432552395
6,015;-8,79368980832886
6,0225;-8,82705619105224
6,03;-8,76366006387781
6,0375;-8,65688763916299
6,045;-8,60683806507792
6,0525;-8,76699670215015
6,06;-8,79702644660119
6,0675;-8,79702644660119
6,075;-8,79035317005652
6,0825;-8,7536501490608
6,09;-8,7536501490608
6,0975;-8,56679840580986
6,105;-8,46669925763971
6,1125;-8,47670917245673
6,12;-8,67023419225234
6,1275;-8,76699670215015
6,135;-8,60683806507792
6,1425;-8,50673891690777
6,15;-8,49005572554608
6,1575;-8,60016478853324
6,165;-8,56346176753752
6,1725;-8,44334278973334
6,18;-8,44000615146101
6,1875;-8,67357083052468
6,195;-8,71694712806508
6,2025;-8,46336261936737
6,21;-8,48671908727374
6,2175;-8,66356091570766
6,225;-8,73696695769911
6,2325;-8,76699670215015
6,24;-8,58348159717155
6,2475;-8,61351134162259
6,255;-8,58681823544389
6,2625;-8,6835807453417
6,27;-8,7536501490608
6,2775;-8,60016478853324
6,285;-8,58348159717155
6,2925;-8,56679840580986
6,3;-8,58014495889921
6,3075;-8,38661993910359
6,315;-8,35325355638021
6,3225;-8,58014495889921
6,33;-8,33657036501852
6,3375;-8,38995657737593
6,345;-8,40330313046529
6,3525;-8,21645138721435
6,36;-8,27984751438877
6,3675;-8,20310483412499
6,375;-8,30320398229514
6,3825;-8,26983759957176
6,39;-8,15639189831226
6,3975;-8,12302551558888
6,405;-7,94952032542729
6,4125;-8,20644147239733
6,42;-8,09633240941017
6,4275;-8,16306517485694
6,435;-8,14971862176758
6,4425;-8,18308500449096
6,45;-7,94284704888261
6,4575;-8,06963930323147
6,465;-7,82606470935078
6,4725;-7,90614402788689
6,48;-7,73597547599764
6,4875;-7,77935177353804
6,495;-7,82606470935078
6,5025;-7,61251985992113
6,51;-7,65255951918919
6,5175;-7,46570777593825
6,525;-7,36227198949577
6,5325;-7,43567803148721
6,54;-7,47238105248293
6,5475;-7,3656086277681
6,555;-7,24882628823627
6,5625;-7,14205386352144
6,57;-7,06531118325767
6,5775;-7,03861807707896
6,585;-6,91849909927478
6,5925;-6,78503356838126
6,6;-6,78837020665359
6,6075;-6,81839995110464
6,615;-6,73164735602384
6,6225;-6,68159778193877
6,63;-6,56481544240693
6,6375;-6,48473612387082
6,645;-6,35127059297729
6,6525;-6,17109212627103
6,66;-6,151072296637
6,6675;-6,13772574354764
6,675;-6,03428995710516
6,6825;-5,97423046820307
6,69;-5,92084425584566
6,6975;-5,75734898050109
6,705;-5,57383387552249
6,7125;-5,55047740761612
6,72;-5,50710111007572
6,7275;-5,29689289891842
6,735;-5,09335796430579
6,7425;-4,89649630623783
6,75;-4,56283247900401
6,7575;-4,47941652219556
6,765;-4,17911907768512
6,7725;-3,89550482453637
6,78;-3,62523712447697
6,7875;-3,21816725525171
6,795;-2,9111965341966
6,8025;-2,62090900450317
6,81;-2,26722534763532
6,8175;-1,86682875495474
6,825;-1,5398382042656
6,8325;-1,25622395111685
6,84;-1,16279807949138
6,8475;-1,22285756839347
6,855;-1,50980845981455
6,8625;-1,85348220186539
6,87;-2,23719560318428
6,8775;-2,56418615387342
6,885;-3,04799870336246
6,8925;-3,45506857258773
6,9;-3,82877205908961
6,9075;-4,06567337642562
6,915;-4,12906950360004
6,9225;-3,9589009517108
6,93;-3,69530652819608
6,9375;-3,71532635783011
6,945;-3,62523712447697
6,9525;-3,5051181466728
6,96;-3,34162287132823
6,9675;-3,17145431943898
6,975;-3,00128576754973
6,9825;-2,76104781194138
6,99;-2,66762194031591
6,9975;-2,64426547240954
7,005;-2,61757236623084
7,0125;-2,58420598350745
7,02;-2,65761202549889
7,0275;-2,66428530204357
7,035;-2,56752279214576
7,0425;-2,46408700570328
7,05;-2,37399777235015
7,0575;-2,27723526245234
7,065;-2,17379947600985
7,0725;-2,09372015747374
7,08;-2,0903835192014
7,0875;-2,03366066857165
7,095;-1,89018522286111
7,1025;-1,78007615987395
7,11;-1,62325416107405
7,1175;-1,48645199190818
7,125;-1,36299637583167
7,1325;-1,3396399079253
7,14;-1,33630326965297
7,1475;-1,30961016347426
7,155;-1,33630326965297
7,1625;-1,4263925030061
7,17;-1,47977871536351
7,1775;-1,46643216227415
7,185;-1,45642224745714
7,1925;-1,39636275855505
7,2;-1,35965973755933
7,2075;-1,34631318446998
7,215;-1,30293688692958
7,2225;-1,31628344001894
7,23;-1,32629335483595
7,2375;-1,30961016347426
7,245;-1,29292697211257
7,2525;-1,30293688692958
7,26;-1,34297654619764
7,2675;-1,30293688692958
7,275;-1,27290714247854
7,2825;-1,2428773980275
7,29;-1,14945152640203
7,2975;-1,07938212268292
7,305;-1,06603556959357
7,3125;-0,995966165874468
7,32;-0,895867017704322
7,3275;-0,852490720163925
7,335;-0,785757954717161
7,3425;-0,715688550998059
7,35;-0,635609232461942
7,3575;-0,555529913925825
7,365;-0,465440680572693
7,3725;-0,398707915125929
7,38;-0,372014808947224
7,3875;-0,32196523486215
7,395;-0,24855919287071
7,4025;-0,188499703968622
7,41;-0,128440215066534
7,4175;-0,0717173644367849
7,425;-0,0316777051687264
7,4325;-0,0116578755346972
7,44;0,0116985923716702
7,4475;0,0350550602780376
7,455;0,0584115281844051
7,4625;0,0784313578184344
7,47;0,101787825724802
7,4775;0,118471017086493
7,485;0,138490846720522
7,4925;0,158510676354551
7,5;0,178530505988581
7,5075;0,19855033562261
7,515;0,211896888711963
7,5225;0,228580080073654
7,53;0,245263271435345
7,5375;0,265283101069374
7,545;0,288639568975741
7,55249999999999;0,311996036882109
7,56;0,342025781333153
7,5675;0,388738717145888
7,575;0,438788291230961
7,5825;0,478827950499019
